"timestamp","light","distance","__dt"
"2021-06-22T08:46:45",,"47.18213","2021-06-22 00:00:00.000"
"2021-06-26T08:57:02","48.91331",,"2021-06-26 00:00:00.000"
"2021-06-26T08:57:02",,"41.85567","2021-06-26 00:00:00.000"
"2021-06-26T08:57:22","48.20513",,"2021-06-26 00:00:00.000"
"2021-06-26T08:57:22",,"27.62887","2021-06-26 00:00:00.000"
"2021-06-23T12:03:19","65.90965",,"2021-06-23 00:00:00.000"
"2021-06-23T12:03:19",,"277.8694","2021-06-23 00:00:00.000"
"2021-06-23T12:38:30",,"279.7766","2021-06-23 00:00:00.000"
"2021-06-23T12:38:30","66.49573",,"2021-06-23 00:00:00.000"
"2021-06-23T12:38:51",,"278.4021","2021-06-23 00:00:00.000"
"2021-06-23T12:38:51","66.59341",,"2021-06-23 00:00:00.000"
"2021-06-26T07:51:47","50.74481",,"2021-06-26 00:00:00.000"
"2021-06-26T07:51:47",,"27.5945","2021-06-26 00:00:00.000"
"2021-06-21T13:21:09","58.97436",,"2021-06-21 00:00:00.000"
"2021-06-21T13:21:09",,"54.2268","2021-06-21 00:00:00.000"
"2021-06-26T08:25:37",,"32.64605","2021-06-26 00:00:00.000"
"2021-06-26T08:25:37","49.25519",,"2021-06-26 00:00:00.000"
"2021-06-26T08:25:58","49.23077",,"2021-06-26 00:00:00.000"
"2021-06-26T08:25:58",,"31.01374","2021-06-26 00:00:00.000"
"2021-06-26T09:27:11","53.77289",,"2021-06-26 00:00:00.000"
"2021-06-26T09:27:11",,"36.85567","2021-06-26 00:00:00.000"
"2021-06-26T08:59:06","44.27351",,"2021-06-26 00:00:00.000"
"2021-06-26T08:59:06",,"25.91065","2021-06-26 00:00:00.000"
"2021-06-26T08:59:26",,"42.43986","2021-06-26 00:00:00.000"
"2021-06-26T08:59:26","43.39438",,"2021-06-26 00:00:00.000"
"2021-06-04T19:45:33",,"17.7835","2021-06-04 00:00:00.000"
"2021-06-04T19:45:33","0.0",,"2021-06-04 00:00:00.000"
"2021-06-04T19:45:54","0.0",,"2021-06-04 00:00:00.000"
"2021-06-04T19:45:54",,"18.19588","2021-06-04 00:00:00.000"
"2021-06-23T12:23:40",,"278.3505","2021-06-23 00:00:00.000"
"2021-06-23T12:23:40","62.85715",,"2021-06-23 00:00:00.000"
"2021-06-03T20:40:05","100.0",,"2021-06-03 00:00:00.000"
"2021-06-03T20:40:05",,"51.85567","2021-06-03 00:00:00.000"
"2021-06-03T20:40:26","100.0",,"2021-06-03 00:00:00.000"
"2021-06-03T20:40:26",,"51.4433","2021-06-03 00:00:00.000"
"2021-06-26T09:24:05",,"24.3299","2021-06-26 00:00:00.000"
"2021-06-26T09:24:05","53.50427",,"2021-06-26 00:00:00.000"
"2021-06-26T09:24:26",,"46.23712","2021-06-26 00:00:00.000"
"2021-06-26T09:24:26","53.08914",,"2021-06-26 00:00:00.000"
"2021-06-04T19:55:13",,"4.776632","2021-06-04 00:00:00.000"
"2021-06-04T19:55:13","0.0",,"2021-06-04 00:00:00.000"
"2021-06-18T12:55:29",,"257.5601","2021-06-18 00:00:00.000"
"2021-06-18T12:55:29","0.0",,"2021-06-18 00:00:00.000"
"2021-06-18T12:55:50","0.0",,"2021-06-18 00:00:00.000"
"2021-06-18T12:55:50",,"258.4193","2021-06-18 00:00:00.000"
"2021-06-20T12:25:45","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:25:45",,"56.34021","2021-06-20 00:00:00.000"
"2021-06-21T13:22:11","58.99878",,"2021-06-21 00:00:00.000"
"2021-06-21T13:22:11",,"58.24742","2021-06-21 00:00:00.000"
"2021-06-23T11:39:36",,"1212.646","2021-06-23 00:00:00.000"
"2021-06-23T11:39:36","66.4713",,"2021-06-23 00:00:00.000"
"2021-06-23T11:39:57",,"47.25086","2021-06-23 00:00:00.000"
"2021-06-23T11:39:57","66.56898",,"2021-06-23 00:00:00.000"
"2021-06-04T19:59:00","0.0",,"2021-06-04 00:00:00.000"
"2021-06-04T19:59:00",,"19.45017","2021-06-04 00:00:00.000"
"2021-06-04T19:59:21","0.0",,"2021-06-04 00:00:00.000"
"2021-06-04T19:59:21",,"19.0378","2021-06-04 00:00:00.000"
"2021-06-22T09:32:07","0.0",,"2021-06-22 00:00:00.000"
"2021-06-22T09:32:07",,"39.86254","2021-06-22 00:00:00.000"
"2021-06-22T09:32:28","0.0",,"2021-06-22 00:00:00.000"
"2021-06-22T09:32:28",,"45.73883","2021-06-22 00:00:00.000"
"2021-06-26T08:30:06","52.03907",,"2021-06-26 00:00:00.000"
"2021-06-26T08:30:06",,"1213.058","2021-06-26 00:00:00.000"
"2021-06-26T08:30:26","52.4298",,"2021-06-26 00:00:00.000"
"2021-06-26T08:30:26",,"1212.955","2021-06-26 00:00:00.000"
"2021-06-20T10:15:01","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T10:15:01",,"55.79038","2021-06-20 00:00:00.000"
"2021-06-20T10:15:22",,"29.36426","2021-06-20 00:00:00.000"
"2021-06-20T10:15:22","0.0",,"2021-06-20 00:00:00.000"
"2021-06-03T20:48:41",,"9.158075","2021-06-03 00:00:00.000"
"2021-06-03T20:48:41","24.20025",,"2021-06-03 00:00:00.000"
"2021-06-20T12:15:45",,"32.78351","2021-06-20 00:00:00.000"
"2021-06-20T12:15:45","0.0",,"2021-06-20 00:00:00.000"
"2021-06-26T08:46:42",,"30.65292","2021-06-26 00:00:00.000"
"2021-06-26T08:46:42","42.75947",,"2021-06-26 00:00:00.000"
"2021-06-22T09:35:34",,"42.97251","2021-06-22 00:00:00.000"
"2021-06-22T09:35:34","0.0",,"2021-06-22 00:00:00.000"
"2021-06-03T20:49:44","28.54701",,"2021-06-03 00:00:00.000"
"2021-06-03T20:49:44",,"57.90378","2021-06-03 00:00:00.000"
"2021-06-04T20:00:44","0.0",,"2021-06-04 00:00:00.000"
"2021-06-04T20:00:44",,"19.0378","2021-06-04 00:00:00.000"
"2021-06-03T21:01:06","33.77289",,"2021-06-03 00:00:00.000"
"2021-06-03T21:01:06",,"106.2887","2021-06-03 00:00:00.000"
"2021-06-03T21:01:27","33.74847",,"2021-06-03 00:00:00.000"
"2021-06-03T21:01:27",,"107.1478","2021-06-03 00:00:00.000"
"2021-06-20T12:22:39","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:22:39",,"54.96563","2021-06-20 00:00:00.000"
"2021-06-20T12:22:59",,"44.7079","2021-06-20 00:00:00.000"
"2021-06-20T12:22:59","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:14:02",,"38.14433","2021-06-20 00:00:00.000"
"2021-06-20T12:14:02","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:14:23",,"38.5567","2021-06-20 00:00:00.000"
"2021-06-20T12:14:23","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:24:01","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:24:01",,"51.85567","2021-06-20 00:00:00.000"
"2021-06-20T12:24:22","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:24:22",,"34.2268","2021-06-20 00:00:00.000"
"2021-06-03T20:57:39","34.09035",,"2021-06-03 00:00:00.000"
"2021-06-03T20:57:39",,"106.6838","2021-06-03 00:00:00.000"
"2021-06-20T10:03:18","35.89743",,"2021-06-20 00:00:00.000"
"2021-06-20T10:03:18",,"52.18213","2021-06-20 00:00:00.000"
"2021-06-26T08:06:41","53.30892",,"2021-06-26 00:00:00.000"
"2021-06-26T08:06:41",,"31.32302","2021-06-26 00:00:00.000"
"2021-06-20T12:34:01","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:34:01",,"45.12027","2021-06-20 00:00:00.000"
"2021-06-20T12:34:21",,"61.40893","2021-06-20 00:00:00.000"
"2021-06-20T12:34:21","0.0",,"2021-06-20 00:00:00.000"
"2021-06-26T07:36:16","52.11233",,"2021-06-26 00:00:00.000"
"2021-06-26T07:36:16",,"29.93127","2021-06-26 00:00:00.000"
"2021-06-23T12:25:02",,"279.2096","2021-06-23 00:00:00.000"
"2021-06-23T12:25:03","64.81075",,"2021-06-23 00:00:00.000"
"2021-06-23T12:25:23","65.86081",,"2021-06-23 00:00:00.000"
"2021-06-23T12:25:23",,"278.3333","2021-06-23 00:00:00.000"
"2021-06-21T13:26:40","51.33089",,"2021-06-21 00:00:00.000"
"2021-06-21T13:26:40",,"49.46735","2021-06-21 00:00:00.000"
"2021-06-23T12:43:40",,"280.1546","2021-06-23 00:00:00.000"
"2021-06-23T12:43:40","65.88522",,"2021-06-23 00:00:00.000"
"2021-06-04T19:48:18",,"4.707904","2021-06-04 00:00:00.000"
"2021-06-04T19:48:18","0.0",,"2021-06-04 00:00:00.000"
"2021-06-26T09:24:47","52.99145",,"2021-06-26 00:00:00.000"
"2021-06-26T09:24:47",,"24.93127","2021-06-26 00:00:00.000"
"2021-06-26T09:23:45",,"21.30584","2021-06-26 00:00:00.000"
"2021-06-26T09:23:45","53.65079",,"2021-06-26 00:00:00.000"
"2021-06-26T09:05:38",,"29.55327","2021-06-26 00:00:00.000"
"2021-06-26T09:05:38","44.59096",,"2021-06-26 00:00:00.000"
"2021-06-26T09:05:59","45.20147",,"2021-06-26 00:00:00.000"
"2021-06-26T09:05:59",,"1230.636","2021-06-26 00:00:00.000"
"2021-06-22T09:38:40",,"51.6323","2021-06-22 00:00:00.000"
"2021-06-22T09:38:40","0.0",,"2021-06-22 00:00:00.000"
"2021-06-03T20:44:13","22.00244",,"2021-06-03 00:00:00.000"
"2021-06-03T20:44:13",,"6.821306","2021-06-03 00:00:00.000"
"2021-06-23T11:42:01",,"43.83162","2021-06-23 00:00:00.000"
"2021-06-23T11:42:01","66.03175",,"2021-06-23 00:00:00.000"
"2021-06-23T11:42:22",,"43.10997","2021-06-23 00:00:00.000"
"2021-06-23T11:42:22","66.34921",,"2021-06-23 00:00:00.000"
"2021-06-22T08:46:04",,"48.64261","2021-06-22 00:00:00.000"
"2021-06-22T08:46:04","0.0",,"2021-06-22 00:00:00.000"
"2021-06-22T08:46:25","0.0",,"2021-06-22 00:00:00.000"
"2021-06-22T08:46:25",,"47.06186","2021-06-22 00:00:00.000"
"2021-06-26T09:02:12",,"36.59794","2021-06-26 00:00:00.000"
"2021-06-26T09:02:12","39.53602",,"2021-06-26 00:00:00.000"
"2021-06-11T07:27:11","0.0",,"2021-06-11 00:00:00.000"
"2021-06-11T07:27:11",,"67.62887","2021-06-11 00:00:00.000"
"2021-06-20T11:56:32","52.03907",,"2021-06-20 00:00:00.000"
"2021-06-20T11:56:32",,"43.71134","2021-06-20 00:00:00.000"
"2021-06-20T11:56:53",,"318.9862","2021-06-20 00:00:00.000"
"2021-06-20T11:56:53","48.37607",,"2021-06-20 00:00:00.000"
"2021-06-20T10:18:07",,"35.94501","2021-06-20 00:00:00.000"
"2021-06-20T10:18:07","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T10:18:28","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T10:18:28",,"35.60138","2021-06-20 00:00:00.000"
"2021-06-22T08:50:12",,"65.05155","2021-06-22 00:00:00.000"
"2021-06-22T08:50:12","0.0",,"2021-06-22 00:00:00.000"
"2021-06-20T13:26:29",,"40.05155","2021-06-20 00:00:00.000"
"2021-06-20T13:26:29","32.96703",,"2021-06-20 00:00:00.000"
"2021-06-20T13:26:50",,"42.98969","2021-06-20 00:00:00.000"
"2021-06-20T13:26:50","34.3834",,"2021-06-20 00:00:00.000"
"2021-06-26T09:02:32",,"34.60481","2021-06-26 00:00:00.000"
"2021-06-26T09:02:32","39.3895",,"2021-06-26 00:00:00.000"
"2021-06-26T09:02:53","39.60928",,"2021-06-26 00:00:00.000"
"2021-06-26T09:02:53",,"31.85567","2021-06-26 00:00:00.000"
"2021-06-10T17:07:08",,"39.53608","2021-06-10 00:00:00.000"
"2021-06-10T17:07:08","0.0",,"2021-06-10 00:00:00.000"
"2021-06-26T09:08:44","48.86447",,"2021-06-26 00:00:00.000"
"2021-06-26T09:08:44",,"25.12028","2021-06-26 00:00:00.000"
"2021-06-26T08:19:46",,"91.83848","2021-06-26 00:00:00.000"
"2021-06-26T08:19:46","45.47009",,"2021-06-26 00:00:00.000"
"2021-06-06T12:41:39",,"20.44674","2021-06-06 00:00:00.000"
"2021-06-06T12:41:39","23.83394",,"2021-06-06 00:00:00.000"
"2021-06-10T16:58:10","0.0",,"2021-06-10 00:00:00.000"
"2021-06-10T16:58:10",,"50.32646","2021-06-10 00:00:00.000"
"2021-06-23T12:23:19","62.07571",,"2021-06-23 00:00:00.000"
"2021-06-23T12:23:19",,"279.6563","2021-06-23 00:00:00.000"
"2021-06-11T07:27:32",,"39.89691","2021-06-11 00:00:00.000"
"2021-06-11T07:27:32","0.0",,"2021-06-11 00:00:00.000"
"2021-06-11T07:27:52",,"64.7079","2021-06-11 00:00:00.000"
"2021-06-11T07:27:52","0.0",,"2021-06-11 00:00:00.000"
"2021-06-26T08:25:16","49.23077",,"2021-06-26 00:00:00.000"
"2021-06-26T08:25:16",,"41.97595","2021-06-26 00:00:00.000"
"2021-06-04T19:57:17","0.0",,"2021-06-04 00:00:00.000"
"2021-06-04T19:57:17",,"18.60825","2021-06-04 00:00:00.000"
"2021-06-26T08:54:37","47.39927",,"2021-06-26 00:00:00.000"
"2021-06-26T08:54:37",,"47.98969","2021-06-26 00:00:00.000"
"2021-06-26T08:54:58","48.10745",,"2021-06-26 00:00:00.000"
"2021-06-26T08:54:58",,"31.37457","2021-06-26 00:00:00.000"
"2021-06-26T08:28:43","52.33211",,"2021-06-26 00:00:00.000"
"2021-06-26T08:28:43",,"18.24742","2021-06-26 00:00:00.000"
"2021-06-20T12:37:07",,"62.7835","2021-06-20 00:00:00.000"
"2021-06-20T12:37:07","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:37:27",,"64.811","2021-06-20 00:00:00.000"
"2021-06-20T12:37:27","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T13:41:38","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T13:41:38",,"22.98969","2021-06-20 00:00:00.000"
"2021-06-10T17:22:18","0.0",,"2021-06-10 00:00:00.000"
"2021-06-10T17:22:18",,"50.2921","2021-06-10 00:00:00.000"
"2021-06-26T08:21:29","49.79243",,"2021-06-26 00:00:00.000"
"2021-06-26T08:21:29",,"33.72852","2021-06-26 00:00:00.000"
"2021-06-26T08:21:50",,"27.52577","2021-06-26 00:00:00.000"
"2021-06-26T08:21:50","50.37851",,"2021-06-26 00:00:00.000"
"2021-06-21T13:25:17","55.9707",,"2021-06-21 00:00:00.000"
"2021-06-21T13:25:17",,"55.80756","2021-06-21 00:00:00.000"
"2021-06-10T17:11:16",,"37.04468","2021-06-10 00:00:00.000"
"2021-06-10T17:11:16","0.0",,"2021-06-10 00:00:00.000"
"2021-06-22T08:43:19",,"60.17182","2021-06-22 00:00:00.000"
"2021-06-22T08:43:19","0.0",,"2021-06-22 00:00:00.000"
"2021-06-18T12:53:05",,"38.00688","2021-06-18 00:00:00.000"
"2021-06-18T12:53:05","0.0",,"2021-06-18 00:00:00.000"
"2021-06-18T12:53:25",,"39.91409","2021-06-18 00:00:00.000"
"2021-06-18T12:53:25","0.0",,"2021-06-18 00:00:00.000"
"2021-06-21T13:04:17","39.1453",,"2021-06-21 00:00:00.000"
"2021-06-21T13:04:17",,"49.89691","2021-06-21 00:00:00.000"
"2021-06-11T07:20:09","0.0",,"2021-06-11 00:00:00.000"
"2021-06-11T07:20:09",,"99.19244","2021-06-11 00:00:00.000"
"2021-06-20T10:21:13","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T10:21:13",,"51.94158","2021-06-20 00:00:00.000"
"2021-06-21T13:29:04",,"50.15464","2021-06-21 00:00:00.000"
"2021-06-21T13:29:04","44.49329",,"2021-06-21 00:00:00.000"
"2021-06-21T13:29:25","44.15141",,"2021-06-21 00:00:00.000"
"2021-06-21T13:29:25",,"49.72509","2021-06-21 00:00:00.000"
"2021-06-20T10:03:39",,"40.36083","2021-06-20 00:00:00.000"
"2021-06-20T10:03:39","38.68132",,"2021-06-20 00:00:00.000"
"2021-06-26T09:25:49",,"51.04811","2021-06-26 00:00:00.000"
"2021-06-26T09:25:49","52.60073",,"2021-06-26 00:00:00.000"
"2021-06-23T11:32:46",,"32.78351","2021-06-23 00:00:00.000"
"2021-06-23T11:32:46","0.0",,"2021-06-23 00:00:00.000"
"2021-06-10T17:10:35",,"45.22336","2021-06-10 00:00:00.000"
"2021-06-10T17:10:35","0.0",,"2021-06-10 00:00:00.000"
"2021-06-10T17:10:56","0.0",,"2021-06-10 00:00:00.000"
"2021-06-10T17:10:56",,"59.27835","2021-06-10 00:00:00.000"
"2021-06-04T19:42:48","100.0",,"2021-06-04 00:00:00.000"
"2021-06-04T19:42:48",,"18.33333","2021-06-04 00:00:00.000"
"2021-06-23T12:17:48","58.6569",,"2021-06-23 00:00:00.000"
"2021-06-23T12:17:48",,"278.8144","2021-06-23 00:00:00.000"
"2021-06-26T08:09:47","48.32723",,"2021-06-26 00:00:00.000"
"2021-06-26T08:09:47",,"29.15808","2021-06-26 00:00:00.000"
"2021-06-04T19:42:27","100.0",,"2021-06-04 00:00:00.000"
"2021-06-04T19:42:27",,"17.49141","2021-06-04 00:00:00.000"
"2021-06-10T17:13:00",,"52.31959","2021-06-10 00:00:00.000"
"2021-06-10T17:13:00","0.0",,"2021-06-10 00:00:00.000"
"2021-06-10T17:13:20",,"46.2543","2021-06-10 00:00:00.000"
"2021-06-10T17:13:20","0.0",,"2021-06-10 00:00:00.000"
"2021-06-26T09:20:39","53.08914",,"2021-06-26 00:00:00.000"
"2021-06-26T09:20:39",,"61.09966","2021-06-26 00:00:00.000"
"2021-06-10T15:00:11","33.99268",,"2021-06-10 00:00:00.000"
"2021-06-10T15:00:11",,"55.2921","2021-06-10 00:00:00.000"
"2021-06-20T12:31:36",,"33.86598","2021-06-20 00:00:00.000"
"2021-06-20T12:31:36","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:31:57","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:31:57",,"35.37801","2021-06-20 00:00:00.000"
"2021-06-20T10:19:30","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T10:19:30",,"35.56701","2021-06-20 00:00:00.000"
"2021-06-20T10:19:50","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T10:19:50",,"38.59107","2021-06-20 00:00:00.000"
"2021-06-10T14:53:59",,"42.57732","2021-06-10 00:00:00.000"
"2021-06-10T14:53:59","34.94505",,"2021-06-10 00:00:00.000"
"2021-06-10T14:54:20",,"39.67354","2021-06-10 00:00:00.000"
"2021-06-10T14:54:20","35.23809",,"2021-06-10 00:00:00.000"
"2021-06-20T13:46:07","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T13:46:07",,"51.97595","2021-06-20 00:00:00.000"
"2021-06-20T13:46:28","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T13:46:28",,"61.2543","2021-06-20 00:00:00.000"
"2021-06-20T10:06:45",,"29.08935","2021-06-20 00:00:00.000"
"2021-06-20T10:06:45","0.0",,"2021-06-20 00:00:00.000"
"2021-06-26T07:45:14","50.25641",,"2021-06-26 00:00:00.000"
"2021-06-26T07:45:14",,"47.01031","2021-06-26 00:00:00.000"
"2021-06-10T17:16:47","0.0",,"2021-06-10 00:00:00.000"
"2021-06-10T17:16:47",,"38.86598","2021-06-10 00:00:00.000"
"2021-06-04T19:44:31",,"18.62543","2021-06-04 00:00:00.000"
"2021-06-04T19:44:31","0.0",,"2021-06-04 00:00:00.000"
"2021-06-04T19:44:52",,"18.59106","2021-06-04 00:00:00.000"
"2021-06-04T19:44:52","0.0",,"2021-06-04 00:00:00.000"
"2021-06-26T08:08:04",,"29.0378","2021-06-26 00:00:00.000"
"2021-06-26T08:08:04","51.30647",,"2021-06-26 00:00:00.000"
"2021-06-26T08:08:24","50.28083",,"2021-06-26 00:00:00.000"
"2021-06-26T08:08:24",,"29.57045","2021-06-26 00:00:00.000"
"2021-06-26T07:59:07","54.16361",,"2021-06-26 00:00:00.000"
"2021-06-26T07:59:07",,"42.31959","2021-06-26 00:00:00.000"
"2021-06-26T07:59:27","54.06593",,"2021-06-26 00:00:00.000"
"2021-06-26T07:59:27",,"40.46392","2021-06-26 00:00:00.000"
"2021-06-21T13:15:39","51.57509",,"2021-06-21 00:00:00.000"
"2021-06-21T13:15:39",,"45.44673","2021-06-21 00:00:00.000"
"2021-06-10T17:16:06","0.0",,"2021-06-10 00:00:00.000"
"2021-06-10T17:16:06",,"34.48454","2021-06-10 00:00:00.000"
"2021-06-10T17:16:26",,"1211.546","2021-06-10 00:00:00.000"
"2021-06-10T17:16:26","0.0",,"2021-06-10 00:00:00.000"
"2021-06-21T12:53:41","0.0",,"2021-06-21 00:00:00.000"
"2021-06-21T12:53:41",,"63.02406","2021-06-21 00:00:00.000"
"2021-06-23T12:42:38","66.30037",,"2021-06-23 00:00:00.000"
"2021-06-23T12:42:38",,"278.4192","2021-06-23 00:00:00.000"
"2021-06-23T12:42:59",,"279.2783","2021-06-23 00:00:00.000"
"2021-06-26T08:29:45","52.50305",,"2021-06-26 00:00:00.000"
"2021-06-26T08:29:45",,"39.62199","2021-06-26 00:00:00.000"
"2021-06-20T12:05:05",,"29.00344","2021-06-20 00:00:00.000"
"2021-06-20T12:05:05","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:05:26",,"30.32646","2021-06-20 00:00:00.000"
"2021-06-20T12:05:26","0.0",,"2021-06-20 00:00:00.000"
"2021-06-26T09:30:38","52.69842",,"2021-06-26 00:00:00.000"
"2021-06-26T09:30:38",,"32.19931","2021-06-26 00:00:00.000"
"2021-06-26T08:03:15","55.79976",,"2021-06-26 00:00:00.000"
"2021-06-26T08:03:14",,"28.0756","2021-06-26 00:00:00.000"
"2021-06-20T10:04:40",,"52.64605","2021-06-20 00:00:00.000"
"2021-06-20T10:04:40","43.88278",,"2021-06-20 00:00:00.000"
"2021-06-21T13:02:34",,"41.59794","2021-06-21 00:00:00.000"
"2021-06-21T13:02:34","45.71429",,"2021-06-21 00:00:00.000"
"2021-06-21T13:02:55",,"49.65636","2021-06-21 00:00:00.000"
"2021-06-21T13:02:55","44.15141",,"2021-06-21 00:00:00.000"
"2021-06-26T09:25:07","52.33211",,"2021-06-26 00:00:00.000"
"2021-06-26T09:25:07",,"23.12715","2021-06-26 00:00:00.000"
"2021-06-26T09:25:28","52.62516",,"2021-06-26 00:00:00.000"
"2021-06-26T09:25:28",,"40.63574","2021-06-26 00:00:00.000"
"2021-06-21T13:29:46",,"49.7079","2021-06-21 00:00:00.000"
"2021-06-21T13:29:46","43.76069",,"2021-06-21 00:00:00.000"
"2021-06-21T13:10:29","38.99878",,"2021-06-21 00:00:00.000"
"2021-06-21T13:10:29",,"48.40206","2021-06-21 00:00:00.000"
"2021-06-21T13:10:50",,"50.32646","2021-06-21 00:00:00.000"
"2021-06-21T13:10:50","39.19414",,"2021-06-21 00:00:00.000"
"2021-06-26T07:39:43",,"1212.388","2021-06-26 00:00:00.000"
"2021-06-26T07:39:43","51.18437",,"2021-06-26 00:00:00.000"
"2021-06-04T19:48:39",,"18.19588","2021-06-04 00:00:00.000"
"2021-06-04T19:48:39","0.0",,"2021-06-04 00:00:00.000"
"2021-06-26T07:35:35","52.74725",,"2021-06-26 00:00:00.000"
"2021-06-26T07:35:35",,"22.52577","2021-06-26 00:00:00.000"
"2021-06-26T07:35:56","52.45421",,"2021-06-26 00:00:00.000"
"2021-06-26T07:35:56",,"25.51546","2021-06-26 00:00:00.000"
"2021-06-10T14:59:30",,"39.41581","2021-06-10 00:00:00.000"
"2021-06-10T14:59:30","34.04152",,"2021-06-10 00:00:00.000"
"2021-06-10T14:59:50","34.3834",,"2021-06-10 00:00:00.000"
"2021-06-10T14:59:50",,"45.68729","2021-06-10 00:00:00.000"
"2021-06-26T07:53:31","52.74725",,"2021-06-26 00:00:00.000"
"2021-06-26T07:53:31",,"1212.526","2021-06-26 00:00:00.000"
"2021-06-26T07:53:51","51.40415",,"2021-06-26 00:00:00.000"
"2021-06-26T07:53:51",,"68.8488","2021-06-26 00:00:00.000"
"2021-06-20T13:50:15",,"60.10309","2021-06-20 00:00:00.000"
"2021-06-20T13:50:15","0.0",,"2021-06-20 00:00:00.000"
"2021-06-26T07:56:01","51.40415",,"2021-06-26 00:00:00.000"
"2021-06-26T07:56:01",,"41.01375","2021-06-26 00:00:00.000"
"2021-06-26T07:56:21",,"41.47766","2021-06-26 00:00:00.000"
"2021-06-26T07:56:21","51.40415",,"2021-06-26 00:00:00.000"
"2021-06-26T07:50:04","49.79243",,"2021-06-26 00:00:00.000"
"2021-06-26T07:50:04",,"45.17182","2021-06-26 00:00:00.000"
"2021-06-26T07:50:25",,"41.18556","2021-06-26 00:00:00.000"
"2021-06-26T07:50:25","51.13554",,"2021-06-26 00:00:00.000"
"2021-06-26T08:28:02",,"39.14089","2021-06-26 00:00:00.000"
"2021-06-26T08:28:02","51.45299",,"2021-06-26 00:00:00.000"
"2021-06-26T08:28:22","51.91698",,"2021-06-26 00:00:00.000"
"2021-06-26T08:28:22",,"18.2646","2021-06-26 00:00:00.000"
"2021-06-03T20:53:11",,"95.29209","2021-06-03 00:00:00.000"
"2021-06-03T20:53:11","35.4823",,"2021-06-03 00:00:00.000"
"2021-06-23T12:32:17","68.10745",,"2021-06-23 00:00:00.000"
"2021-06-23T12:32:17",,"278.0069","2021-06-23 00:00:00.000"
"2021-06-23T11:34:46",,"43.14433","2021-06-23 00:00:00.000"
"2021-06-23T11:34:46","65.17705",,"2021-06-23 00:00:00.000"
"2021-06-23T12:26:05",,"278.7801","2021-06-23 00:00:00.000"
"2021-06-23T12:26:05","65.88522",,"2021-06-23 00:00:00.000"
"2021-06-23T12:26:25",,"278.3677","2021-06-23 00:00:00.000"
"2021-06-23T12:26:25","66.25153",,"2021-06-23 00:00:00.000"
"2021-06-20T09:54:17","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T09:54:17",,"48.47079","2021-06-20 00:00:00.000"
"2021-06-26T08:16:40","44.71307",,"2021-06-26 00:00:00.000"
"2021-06-26T08:16:40",,"42.6976","2021-06-26 00:00:00.000"
"2021-06-21T13:37:41",,"48.10997","2021-06-21 00:00:00.000"
"2021-06-21T13:37:41","46.42247",,"2021-06-21 00:00:00.000"
"2021-06-26T07:53:10",,"25.10309","2021-06-26 00:00:00.000"
"2021-06-26T07:53:10","54.82296",,"2021-06-26 00:00:00.000"
"2021-06-20T12:29:12","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:29:12",,"1211.306","2021-06-20 00:00:00.000"
"2021-06-20T12:15:04",,"53.10997","2021-06-20 00:00:00.000"
"2021-06-20T12:15:04","0.0",,"2021-06-20 00:00:00.000"
"2021-06-20T12:15:25",,"50.82474","2021-06-20 00:00:00.000"
"2021-06-20T12:15:25","0.0",,"2021-06-20 00:00:00.000"
"2021-06-23T11:40:38",,"1212.766","2021-06-23 00:00:00.000"
"2021-06-23T11:40:38","65.64103",,"2021-06-23 00:00:00.000"
"2021-06-22T09:27:18","0.0",,"2021-06-22 00:00:00.000"
"2021-06-22T09:27:18",,"39.96563","2021-06-22 00:00:00.000"
"2021-06-23T12:09:31",,"278.2818","2021-06-23 00:00:00.000"
"2021-06-23T12:09:31","65.25031",,"2021-06-23 00:00:00.000"
"2021-06-23T12:09:52","65.37241",,"2021-06-23 00:00:00.000"
"2021-06-23T12:09:52",,"277.8866","2021-06-23 00:00:00.000"
"2021-06-23T12:34:42",,"278.024","2021-06-23 00:00:00.000"
"2021-06-23T12:34:42","68.44933",,"2021-06-23 00:00:00.000"
